uri,title,doi,abstract_source,abstract,processed_abstract
http://orkg.org/orkg/resource/R74330,Impact of SARS-CoV-2 on the mobility behaviour in Germany,10.1186/s12544-021-00469-3,crossref,"<jats:title>Abstract</jats:title><jats:sec>\n                <jats:title>Background</jats:title>\n                <jats:p>The COVID-19 pandemic and the measures taken to combat it led to severe constraints for various areas of life, including mobility. To study the effects of\xa0this disruptive situation on the mobility behaviour of entire subgroups, and how they shape their mobility in reaction to the special circumstances, can help\xa0to better understand, how people react to external changes.</jats:p>\n              </jats:sec><jats:sec>\n                <jats:title>Methodology</jats:title>\n                <jats:p>Aim of the study presented in this article was to investigate to what extent, how and in what areas mobility behaviour has changed during the outbreak of\xa0SARS-CoV-2 in Germany. In addition, a focus was put on the comparison of federal states with and without lockdown in order to investigate a possible\xa0contribution of this measure to changes in mobility. We asked respondents via an online survey about their trip purposes and trip frequency, their choice of\xa0transport mode and the reasons for choosing it in the context of the COVID-19 crisis. For the analyses presented in this paper, we used the data of 4157survey participants (2512 without lockdown, 1645 with lockdown).</jats:p>\n              </jats:sec><jats:sec>\n                <jats:title>Results</jats:title>\n                <jats:p>The data confirmed a profound impact on the mobility behaviour with a shift away from public transport and increases in car usage, walking and cycling.\xa0Comparisons of federal states with and without lockdown revealed only isolated differences. It seems that, even if the lockdown had some minor effects, its\xa0role in the observed behavioural changes was minimal.</jats:p>\n              </jats:sec>","abstract \n background \n the covid-19 pandemic and the measures taken to combat it led to severe constraints for various areas of life, including mobility. to study the effects of\xa0this disruptive situation on the mobility behaviour of entire subgroups, and how they shape their mobility in reaction to the special circumstances, can help\xa0to better understand, how people react to external changes. \n \n methodology \n aim of the study presented in this article was to investigate to what extent, how and in what areas mobility behaviour has changed during the outbreak of\xa0sars-cov-2 in germany. in addition, a focus was put on the comparison of federal states with and without lockdown in order to investigate a possible\xa0contribution of this measure to changes in mobility. we asked respondents via an online survey about their trip purposes and trip frequency, their choice of\xa0transport mode and the reasons for choosing it in the context of the covid-19 crisis. for the analyses presented in this paper, we used the data of 4157survey participants (2512 without lockdown, 1645 with lockdown). \n \n results \n the data confirmed a profound impact on the mobility behaviour with a shift away from public transport and increases in car usage, walking and cycling.\xa0comparisons of federal states with and without lockdown revealed only isolated differences. it seems that, even if the lockdown had some minor effects, its\xa0role in the observed behavioural changes was minimal. \n"
http://orkg.org/orkg/resource/R68931,The New DBpedia Release Cycle: Increasing Agility and Efficiency in Knowledge Extraction Workflows,10.1007/978-3-030-59833-4_1,crossref,"<jats:title>Abstract</jats:title>\n<jats:p>Since its inception in 2007, DBpedia has been constantly releasing open data in RDF, extracted from various Wikimedia projects using a complex software system called the DBpedia Information Extraction Framework (DIEF). For the past 12 years, the software received a plethora of extensions by the community, which positively affected the size and data quality. Due to the increase in size and complexity, the release process was facing huge delays (from 12 to 17 months cycle), thus impacting the agility of the development. In this paper, we describe the new DBpedia release cycle including our innovative release workflow, which allows development teams (in particular those who publish large, open data) to implement agile, cost-efficient processes and scale up productivity. The DBpedia release workflow has been re-engineered, its new primary focus is on <jats:italic>productivity</jats:italic> and <jats:italic>agility</jats:italic>, to address the challenges of size and complexity. At the same time, <jats:italic>quality</jats:italic> is assured by implementing a comprehensive testing methodology. We run an experimental evaluation and argue that the implemented measures increase agility and allow for cost-effective quality-control and debugging and thus achieve a higher level of maintainability. As a result, DBpedia now publishes regular (i.e. monthly) releases with over 21 billion triples with minimal publishing effort\n.</jats:p>","abstract \n since its inception in 2007, dbpedia has been constantly releasing open data in rdf, extracted from various wikimedia projects using a complex software system called the dbpedia information extraction framework (dief). for the past 12 years, the software received a plethora of extensions by the community, which positively affected the size and data quality. due to the increase in size and complexity, the release process was facing huge delays (from 12 to 17 months cycle), thus impacting the agility of the development. in this paper, we describe the new dbpedia release cycle including our innovative release workflow, which allows development teams (in particular those who publish large, open data) to implement agile, cost-efficient processes and scale up productivity. the dbpedia release workflow has been re-engineered, its new primary focus is on productivity and agility , to address the challenges of size and complexity. at the same time, quality is assured by implementing a comprehensive testing methodology. we run an experimental evaluation and argue that the implemented measures increase agility and allow for cost-effective quality-control and debugging and thus achieve a higher level of maintainability. as a result, dbpedia now publishes regular (i.e. monthly) releases with over 21 billion triples with minimal publishing effort\n."
http://orkg.org/orkg/resource/R52098,Community assembly and invasion: An experimental test of neutral versus niche processes,10.1073/pnas.1033107100,crossref,"<jats:p>A species-addition experiment showed that prairie grasslands have a\n structured, nonneutral assembly process in which resident species inhibit, via\n resource consumption, the establishment and growth of species with similar\n resource use patterns and in which the success of invaders decreases as\n diversity increases. In our experiment, species in each of four functional\n guilds were introduced, as seed, into 147 prairie–grassland plots that\n previously had been established and maintained to have different compositions\n and diversities. Established species most strongly inhibited introduced\n species from their own functional guild. Introduced species attained lower\n abundances when functionally similar species were abundant and when\n established species left lower levels of resources unconsumed, which occurred\n at lower species richness. Residents of the C4 grass functional guild, the\n dominant guild in nearby native grasslands, reduced the major limiting\n resource, soil nitrate, to the lowest levels in midsummer and exhibited the\n greatest inhibitory effect on introduced species. This simple mechanism of\n greater competitive inhibition of invaders that are similar to established\n abundant species could, in theory, explain many of the patterns observed in\n plant communities.</jats:p>","a species-addition experiment showed that prairie grasslands have a\n structured, nonneutral assembly process in which resident species inhibit, via\n resource consumption, the establishment and growth of species with similar\n resource use patterns and in which the success of invaders decreases as\n diversity increases. in our experiment, species in each of four functional\n guilds were introduced, as seed, into 147 prairie–grassland plots that\n previously had been established and maintained to have different compositions\n and diversities. established species most strongly inhibited introduced\n species from their own functional guild. introduced species attained lower\n abundances when functionally similar species were abundant and when\n established species left lower levels of resources unconsumed, which occurred\n at lower species richness. residents of the c4 grass functional guild, the\n dominant guild in nearby native grasslands, reduced the major limiting\n resource, soil nitrate, to the lowest levels in midsummer and exhibited the\n greatest inhibitory effect on introduced species. this simple mechanism of\n greater competitive inhibition of invaders that are similar to established\n abundant species could, in theory, explain many of the patterns observed in\n plant communities."
http://orkg.org/orkg/resource/R52124,Resistance of Native Plant Functional Groups to Invasion by Medusahead (Taeniatherum caput-medusae),10.1614/ipsm-d-09-00056.1,crossref,"<jats:title>Abstract</jats:title><jats:p>Understanding the relative importance of various functional groups in minimizing invasion by medusahead is central to increasing the resistance of native plant communities. The objective of this study was to determine the relative importance of key functional groups within an intact Wyoming big sagebrush–bluebunch wheatgrass community type on minimizing medusahead invasion. Treatments consisted of removal of seven functional groups at each of two sites, one with shrubs and one without shrubs. Removal treatments included (1) everything, (2) shrubs, (3) perennial grasses, (4) taprooted forbs, (5) rhizomatous forbs, (6) annual forbs, and (7) mosses. A control where nothing was removed was also established. Plots were arranged in a randomized complete block with 4 replications (blocks) at each site. Functional groups were removed beginning in the spring of 2004 and maintained monthly throughout each growing season through 2009. Medusahead was seeded at a rate of 2,000 seeds m<jats:sup>−2</jats:sup> (186 seeds ft<jats:sup>−2</jats:sup>) in fall 2005. Removing perennial grasses nearly doubled medusahead density and biomass compared with any other removal treatment. The second highest density and biomass of medusahead occurred from removing rhizomatous forbs (phlox). We found perennial grasses played a relatively more significant role than other species in minimizing invasion by medusahead. We suggest that the most effective basis for establishing medusahead-resistant plant communities is to establish 2 or 3 highly productive grasses that are complementary in niche and that overlap that of the invading species.</jats:p>","abstract understanding the relative importance of various functional groups in minimizing invasion by medusahead is central to increasing the resistance of native plant communities. the objective of this study was to determine the relative importance of key functional groups within an intact wyoming big sagebrush–bluebunch wheatgrass community type on minimizing medusahead invasion. treatments consisted of removal of seven functional groups at each of two sites, one with shrubs and one without shrubs. removal treatments included (1) everything, (2) shrubs, (3) perennial grasses, (4) taprooted forbs, (5) rhizomatous forbs, (6) annual forbs, and (7) mosses. a control where nothing was removed was also established. plots were arranged in a randomized complete block with 4 replications (blocks) at each site. functional groups were removed beginning in the spring of 2004 and maintained monthly throughout each growing season through 2009. medusahead was seeded at a rate of 2,000 seeds m −2 (186 seeds ft −2 ) in fall 2005. removing perennial grasses nearly doubled medusahead density and biomass compared with any other removal treatment. the second highest density and biomass of medusahead occurred from removing rhizomatous forbs (phlox). we found perennial grasses played a relatively more significant role than other species in minimizing invasion by medusahead. we suggest that the most effective basis for establishing medusahead-resistant plant communities is to establish 2 or 3 highly productive grasses that are complementary in niche and that overlap that of the invading species."
http://orkg.org/orkg/resource/R51386,In vitro screening of a FDA approved chemical library reveals potential inhibitors of SARS-CoV-2 replication,10.1038/s41598-020-70143-6,crossref,"<jats:title>Abstract</jats:title><jats:p>A novel coronavirus, named SARS-CoV-2, emerged in 2019 in China and rapidly spread worldwide. As no approved therapeutics exists to treat COVID-19, the disease associated to SARS-Cov-2, there is an urgent need to propose molecules that could quickly enter into clinics. Repurposing of approved drugs is a strategy that can bypass the time-consuming stages of drug development. In this study, we screened the PRESTWICK CHEMICAL LIBRARY composed of 1,520 approved drugs in an infected cell-based assay. The robustness of the screen was assessed by the identification of drugs that already demonstrated in vitro antiviral effect against SARS-CoV-2. Thereby, 90 compounds were identified as positive hits from the screen and were grouped according to their chemical composition and their known therapeutic effect. Then EC50 and CC50 were determined for a subset of 15 compounds from a panel of 23 selected drugs covering the different groups. Eleven compounds such as macrolides antibiotics, proton pump inhibitors, antiarrhythmic agents or CNS drugs emerged showing antiviral potency with 2\u2009&lt;\u2009EC50\u2009≤\u200920\xa0µM. By providing new information on molecules inhibiting SARS-CoV-2 replication in vitro, this study provides information for the selection of drugs to be further validated in vivo. Disclaimer: This study corresponds to the early stages of antiviral development and the results do not support by themselves the use of the selected drugs to treat SARS-CoV-2 infection.</jats:p>","abstract a novel coronavirus, named sars-cov-2, emerged in 2019 in china and rapidly spread worldwide. as no approved therapeutics exists to treat covid-19, the disease associated to sars-cov-2, there is an urgent need to propose molecules that could quickly enter into clinics. repurposing of approved drugs is a strategy that can bypass the time-consuming stages of drug development. in this study, we screened the prestwick chemical library composed of 1,520 approved drugs in an infected cell-based assay. the robustness of the screen was assessed by the identification of drugs that already demonstrated in vitro antiviral effect against sars-cov-2. thereby, 90 compounds were identified as positive hits from the screen and were grouped according to their chemical composition and their known therapeutic effect. then ec50 and cc50 were determined for a subset of 15 compounds from a panel of 23 selected drugs covering the different groups. eleven compounds such as macrolides antibiotics, proton pump inhibitors, antiarrhythmic agents or cns drugs emerged showing antiviral potency with 2\u2009&lt;\u2009ec50\u2009≤\u200920\xa0µm. by providing new information on molecules inhibiting sars-cov-2 replication in vitro, this study provides information for the selection of drugs to be further validated in vivo. disclaimer: this study corresponds to the early stages of antiviral development and the results do not support by themselves the use of the selected drugs to treat sars-cov-2 infection."
http://orkg.org/orkg/resource/R25081,Private traits and attributes are predictable from digital records of human behavior,10.1073/pnas.1218772110,crossref,"<jats:p>We show that easily accessible digital records of behavior, Facebook Likes, can be used to automatically and accurately predict a range of highly sensitive personal attributes including: sexual orientation, ethnicity, religious and political views, personality traits, intelligence, happiness, use of addictive substances, parental separation, age, and gender. The analysis presented is based on a dataset of over 58,000 volunteers who provided their Facebook Likes, detailed demographic profiles, and the results of several psychometric tests. The proposed model uses dimensionality reduction for preprocessing the Likes data, which are then entered into logistic/linear regression to predict individual psychodemographic profiles from Likes. The model correctly discriminates between homosexual and heterosexual men in 88% of cases, African Americans and Caucasian Americans in 95% of cases, and between Democrat and Republican in 85% of cases. For the personality trait “Openness,” prediction accuracy is close to the test–retest accuracy of a standard personality test. We give examples of associations between attributes and Likes and discuss implications for online personalization and privacy.</jats:p>","we show that easily accessible digital records of behavior, facebook likes, can be used to automatically and accurately predict a range of highly sensitive personal attributes including: sexual orientation, ethnicity, religious and political views, personality traits, intelligence, happiness, use of addictive substances, parental separation, age, and gender. the analysis presented is based on a dataset of over 58,000 volunteers who provided their facebook likes, detailed demographic profiles, and the results of several psychometric tests. the proposed model uses dimensionality reduction for preprocessing the likes data, which are then entered into logistic/linear regression to predict individual psychodemographic profiles from likes. the model correctly discriminates between homosexual and heterosexual men in 88% of cases, african americans and caucasian americans in 95% of cases, and between democrat and republican in 85% of cases. for the personality trait “openness,” prediction accuracy is close to the test–retest accuracy of a standard personality test. we give examples of associations between attributes and likes and discuss implications for online personalization and privacy."
http://orkg.org/orkg/resource/R44901,Real-Time Estimation of the Risk of Death from Novel Coronavirus (COVID-19) Infection: Inference Using Exported Cases,10.3390/jcm9020523,crossref,"<jats:p>The exported cases of 2019 novel coronavirus (COVID-19) infection that were confirmed outside China provide an opportunity to estimate the cumulative incidence and confirmed case fatality risk (cCFR) in mainland China. Knowledge of the cCFR is critical to characterize the severity and understand the pandemic potential of COVID-19 in the early stage of the epidemic. Using the exponential growth rate of the incidence, the present study statistically estimated the cCFR and the basic reproduction number—the average number of secondary cases generated by a single primary case in a naïve population. We modeled epidemic growth either from a single index case with illness onset on 8 December 2019 (Scenario 1), or using the growth rate fitted along with the other parameters (Scenario 2) based on data from 20 exported cases reported by 24 January 2020. The cumulative incidence in China by 24 January was estimated at 6924 cases (95% confidence interval [CI]: 4885, 9211) and 19,289 cases (95% CI: 10,901, 30,158), respectively. The latest estimated values of the cCFR were 5.3% (95% CI: 3.5%, 7.5%) for Scenario 1 and 8.4% (95% CI: 5.3%, 12.3%) for Scenario 2. The basic reproduction number was estimated to be 2.1 (95% CI: 2.0, 2.2) and 3.2 (95% CI: 2.7, 3.7) for Scenarios 1 and 2, respectively. Based on these results, we argued that the current COVID-19 epidemic has a substantial potential for causing a pandemic. The proposed approach provides insights in early risk assessment using publicly available data.</jats:p>","the exported cases of 2019 novel coronavirus (covid-19) infection that were confirmed outside china provide an opportunity to estimate the cumulative incidence and confirmed case fatality risk (ccfr) in mainland china. knowledge of the ccfr is critical to characterize the severity and understand the pandemic potential of covid-19 in the early stage of the epidemic. using the exponential growth rate of the incidence, the present study statistically estimated the ccfr and the basic reproduction number—the average number of secondary cases generated by a single primary case in a naïve population. we modeled epidemic growth either from a single index case with illness onset on 8 december 2019 (scenario 1), or using the growth rate fitted along with the other parameters (scenario 2) based on data from 20 exported cases reported by 24 january 2020. the cumulative incidence in china by 24 january was estimated at 6924 cases (95% confidence interval [ci]: 4885, 9211) and 19,289 cases (95% ci: 10,901, 30,158), respectively. the latest estimated values of the ccfr were 5.3% (95% ci: 3.5%, 7.5%) for scenario 1 and 8.4% (95% ci: 5.3%, 12.3%) for scenario 2. the basic reproduction number was estimated to be 2.1 (95% ci: 2.0, 2.2) and 3.2 (95% ci: 2.7, 3.7) for scenarios 1 and 2, respectively. based on these results, we argued that the current covid-19 epidemic has a substantial potential for causing a pandemic. the proposed approach provides insights in early risk assessment using publicly available data."
http://orkg.org/orkg/resource/R44918,Estimation of the Transmission Risk of the 2019-nCoV and Its Implication for Public Health Interventions,10.3390/jcm9020462,crossref,"<jats:p>Since the emergence of the first cases in Wuhan, China, the novel coronavirus (2019-nCoV) infection has been quickly spreading out to other provinces and neighboring countries. Estimation of the basic reproduction number by means of mathematical modeling can be helpful for determining the potential and severity of an outbreak and providing critical information for identifying the type of disease interventions and intensity. A deterministic compartmental model was devised based on the clinical progression of the disease, epidemiological status of the individuals, and intervention measures. The estimations based on likelihood and model analysis show that the control reproduction number may be as high as 6.47 (95% CI 5.71–7.23). Sensitivity analyses show that interventions, such as intensive contact tracing followed by quarantine and isolation, can effectively reduce the control reproduction number and transmission risk, with the effect of travel restriction adopted by Wuhan on 2019-nCoV infection in Beijing being almost equivalent to increasing quarantine by a 100 thousand baseline value. It is essential to assess how the expensive, resource-intensive measures implemented by the Chinese authorities can contribute to the prevention and control of the 2019-nCoV infection, and how long they should be maintained. Under the most restrictive measures, the outbreak is expected to peak within two weeks (since 23 January 2020) with a significant low peak value. With travel restriction (no imported exposed individuals to Beijing), the number of infected individuals in seven days will decrease by 91.14% in Beijing, compared with the scenario of no travel restriction.</jats:p>","since the emergence of the first cases in wuhan, china, the novel coronavirus (2019-ncov) infection has been quickly spreading out to other provinces and neighboring countries. estimation of the basic reproduction number by means of mathematical modeling can be helpful for determining the potential and severity of an outbreak and providing critical information for identifying the type of disease interventions and intensity. a deterministic compartmental model was devised based on the clinical progression of the disease, epidemiological status of the individuals, and intervention measures. the estimations based on likelihood and model analysis show that the control reproduction number may be as high as 6.47 (95% ci 5.71–7.23). sensitivity analyses show that interventions, such as intensive contact tracing followed by quarantine and isolation, can effectively reduce the control reproduction number and transmission risk, with the effect of travel restriction adopted by wuhan on 2019-ncov infection in beijing being almost equivalent to increasing quarantine by a 100 thousand baseline value. it is essential to assess how the expensive, resource-intensive measures implemented by the chinese authorities can contribute to the prevention and control of the 2019-ncov infection, and how long they should be maintained. under the most restrictive measures, the outbreak is expected to peak within two weeks (since 23 january 2020) with a significant low peak value. with travel restriction (no imported exposed individuals to beijing), the number of infected individuals in seven days will decrease by 91.14% in beijing, compared with the scenario of no travel restriction."
http://orkg.org/orkg/resource/R25133,Complementary Audio-Visual Collision Warnings,10.1177/154193120905302315,crossref,"<jats:p> The growing number of driver assistance systems increases the demand for warnings that are intuitively comprehensible. Particularly in hazardous situations, such as a threatening collision, a driver must understand the warning immediately. For this reason, collision warnings should convey as much information as needed to interpret the situation properly and to prepare preventive actions. The present study investigated whether informing about the object and the location of an imminent crash by a multimodal warning (visual and auditory) leads to shorter reaction times and fewer collisions compared to warning signals which only inform about the object of the crash (auditory icons) or give no additional information (simple tone). Results reveal that multimodal warnings have the potential to produce a significant advantage over unimodal signals as long as their components complement each other in a way that realistically fits the situation at hand. </jats:p>","the growing number of driver assistance systems increases the demand for warnings that are intuitively comprehensible. particularly in hazardous situations, such as a threatening collision, a driver must understand the warning immediately. for this reason, collision warnings should convey as much information as needed to interpret the situation properly and to prepare preventive actions. the present study investigated whether informing about the object and the location of an imminent crash by a multimodal warning (visual and auditory) leads to shorter reaction times and fewer collisions compared to warning signals which only inform about the object of the crash (auditory icons) or give no additional information (simple tone). results reveal that multimodal warnings have the potential to produce a significant advantage over unimodal signals as long as their components complement each other in a way that realistically fits the situation at hand."
http://orkg.org/orkg/resource/R23287,A Modified Dynamic Framework for the Atmospheric Spectral Model and Its Application,10.1175/2007JAS2514.1,crossref,"<jats:title>Abstract</jats:title>\n               <jats:p>This paper describes a dynamic framework for an atmospheric general circulation spectral model in which a reference stratified atmospheric temperature and a reference surface pressure are introduced into the governing equations so as to improve the calculation of the pressure gradient force and gradients of surface pressure and temperature. The vertical profile of the reference atmospheric temperature approximately corresponds to that of the U.S. midlatitude standard atmosphere within the troposphere and stratosphere, and the reference surface pressure is a function of surface terrain geopotential and is close to the observed mean surface pressure. Prognostic variables for the temperature and surface pressure are replaced by their perturbations from the prescribed references. The numerical algorithms of the explicit time difference scheme for vorticity and the semi-implicit time difference scheme for divergence, perturbation temperature, and perturbation surface pressure equation are given in detail. The modified numerical framework is implemented in the Community Atmosphere Model version 3 (CAM3) developed at the National Center for Atmospheric Research (NCAR) to test its validation and impact on simulated climate. Both the original and the modified models are run with the same spectral resolution (T42), the same physical parameterizations, and the same boundary conditions corresponding to the observed monthly mean sea surface temperature and sea ice concentration from 1971 to 2000. This permits one to evaluate the performance of the new dynamic framework compared to the commonly used one. Results show that there is a general improvement for the simulated climate at regional and global scales, especially for temperature and wind.</jats:p>","abstract \n this paper describes a dynamic framework for an atmospheric general circulation spectral model in which a reference stratified atmospheric temperature and a reference surface pressure are introduced into the governing equations so as to improve the calculation of the pressure gradient force and gradients of surface pressure and temperature. the vertical profile of the reference atmospheric temperature approximately corresponds to that of the u.s. midlatitude standard atmosphere within the troposphere and stratosphere, and the reference surface pressure is a function of surface terrain geopotential and is close to the observed mean surface pressure. prognostic variables for the temperature and surface pressure are replaced by their perturbations from the prescribed references. the numerical algorithms of the explicit time difference scheme for vorticity and the semi-implicit time difference scheme for divergence, perturbation temperature, and perturbation surface pressure equation are given in detail. the modified numerical framework is implemented in the community atmosphere model version 3 (cam3) developed at the national center for atmospheric research (ncar) to test its validation and impact on simulated climate. both the original and the modified models are run with the same spectral resolution (t42), the same physical parameterizations, and the same boundary conditions corresponding to the observed monthly mean sea surface temperature and sea ice concentration from 1971 to 2000. this permits one to evaluate the performance of the new dynamic framework compared to the commonly used one. results show that there is a general improvement for the simulated climate at regional and global scales, especially for temperature and wind."
http://orkg.org/orkg/resource/R23338,"Present-Day Atmospheric Simulations Using GISS ModelE: Comparison to In Situ, Satellite, and Reanalysis Data",10.1175/JCLI3612.1,crossref,"<jats:title>Abstract</jats:title>\n               <jats:p>A full description of the ModelE version of the Goddard Institute for Space Studies (GISS) atmospheric general circulation model (GCM) and results are presented for present-day climate simulations (ca. 1979). This version is a complete rewrite of previous models incorporating numerous improvements in basic physics, the stratospheric circulation, and forcing fields. Notable changes include the following: the model top is now above the stratopause, the number of vertical layers has increased, a new cloud microphysical scheme is used, vegetation biophysics now incorporates a sensitivity to humidity, atmospheric turbulence is calculated over the whole column, and new land snow and lake schemes are introduced. The performance of the model using three configurations with different horizontal and vertical resolutions is compared to quality-controlled in situ data, remotely sensed and reanalysis products. Overall, significant improvements over previous models are seen, particularly in upper-atmosphere temperatures and winds, cloud heights, precipitation, and sea level pressure. Data–model comparisons continue, however, to highlight persistent problems in the marine stratocumulus regions.</jats:p>","abstract \n a full description of the modele version of the goddard institute for space studies (giss) atmospheric general circulation model (gcm) and results are presented for present-day climate simulations (ca. 1979). this version is a complete rewrite of previous models incorporating numerous improvements in basic physics, the stratospheric circulation, and forcing fields. notable changes include the following: the model top is now above the stratopause, the number of vertical layers has increased, a new cloud microphysical scheme is used, vegetation biophysics now incorporates a sensitivity to humidity, atmospheric turbulence is calculated over the whole column, and new land snow and lake schemes are introduced. the performance of the model using three configurations with different horizontal and vertical resolutions is compared to quality-controlled in situ data, remotely sensed and reanalysis products. overall, significant improvements over previous models are seen, particularly in upper-atmosphere temperatures and winds, cloud heights, precipitation, and sea level pressure. data–model comparisons continue, however, to highlight persistent problems in the marine stratocumulus regions."
http://orkg.org/orkg/resource/R23457,Evaluation of the carbon cycle components in the Norwegian Earth System Model (NorESM),10.5194/gmdd-5-3035-2012,crossref,"<jats:p>Abstract. The recently developed Norwegian Earth System Model (NorESM) is employed for simulations contributing to the CMIP5 (Coupled Model Intercomparison Project phase 5) experiments and the fifth assessment report of the Intergovernmental Panel on Climate Change (IPCC-AR5). In this manuscript, we focus on evaluating the ocean and land carbon cycle components of the NorESM, based on the control and historical simulations. Many of the observed large scale ocean biogeochemical features are reproduced satisfactorily by the NorESM. When compared to the climatological estimates from the World Ocean Atlas (WOA), the model simulated temperature, salinity, oxygen, and phosphate distributions agree reasonably well in both the surface layer and deep water structure. However, the model simulates a relatively strong overturning circulation strength that leads to noticeable model-data bias, especially within the North Atlantic Deep Water (NADW). This strong overturning circulation slightly distorts the structure of the biogeochemical tracers at depth. Advancements in simulating the oceanic mixed layer depth with respect to the previous generation model particularly improve the surface tracer distribution as well as the upper ocean biogeochemical processes, particularly in the Southern Ocean. Consequently, near surface ocean processes such as biological production and air-sea gas exchange, are in good agreement with climatological observations. NorESM reproduces the general pattern of land-vegetation gross primary productivity (GPP) when compared to the observationally-based values derived from the FLUXNET network of eddy covariance towers. Globally, the NorESM simulated annual mean GPP and terrestrial respiration are 129.8 and 106.6 Pg C yr−1, slightly larger than observed of 119.4 ± 5.9 and 96.4 ± 6.0 Pg C yr−1. The latitudinal distribution of GPP fluxes simulated by NorESM shows a GPP overestimation of 10% in the tropics and a substantial underestimation of GPP at high latitudes.</jats:p>","abstract. the recently developed norwegian earth system model (noresm) is employed for simulations contributing to the cmip5 (coupled model intercomparison project phase 5) experiments and the fifth assessment report of the intergovernmental panel on climate change (ipcc-ar5). in this manuscript, we focus on evaluating the ocean and land carbon cycle components of the noresm, based on the control and historical simulations. many of the observed large scale ocean biogeochemical features are reproduced satisfactorily by the noresm. when compared to the climatological estimates from the world ocean atlas (woa), the model simulated temperature, salinity, oxygen, and phosphate distributions agree reasonably well in both the surface layer and deep water structure. however, the model simulates a relatively strong overturning circulation strength that leads to noticeable model-data bias, especially within the north atlantic deep water (nadw). this strong overturning circulation slightly distorts the structure of the biogeochemical tracers at depth. advancements in simulating the oceanic mixed layer depth with respect to the previous generation model particularly improve the surface tracer distribution as well as the upper ocean biogeochemical processes, particularly in the southern ocean. consequently, near surface ocean processes such as biological production and air-sea gas exchange, are in good agreement with climatological observations. noresm reproduces the general pattern of land-vegetation gross primary productivity (gpp) when compared to the observationally-based values derived from the fluxnet network of eddy covariance towers. globally, the noresm simulated annual mean gpp and terrestrial respiration are 129.8 and 106.6 pg c yr−1, slightly larger than observed of 119.4 ± 5.9 and 96.4 ± 6.0 pg c yr−1. the latitudinal distribution of gpp fluxes simulated by noresm shows a gpp overestimation of 10% in the tropics and a substantial underestimation of gpp at high latitudes."
http://orkg.org/orkg/resource/R23383,"Present-Day Atmospheric Simulations Using GISS ModelE: Comparison to In Situ, Satellite, and Reanalysis Data",10.1175/JCLI3612.1,crossref,"<jats:title>Abstract</jats:title>\n               <jats:p>A full description of the ModelE version of the Goddard Institute for Space Studies (GISS) atmospheric general circulation model (GCM) and results are presented for present-day climate simulations (ca. 1979). This version is a complete rewrite of previous models incorporating numerous improvements in basic physics, the stratospheric circulation, and forcing fields. Notable changes include the following: the model top is now above the stratopause, the number of vertical layers has increased, a new cloud microphysical scheme is used, vegetation biophysics now incorporates a sensitivity to humidity, atmospheric turbulence is calculated over the whole column, and new land snow and lake schemes are introduced. The performance of the model using three configurations with different horizontal and vertical resolutions is compared to quality-controlled in situ data, remotely sensed and reanalysis products. Overall, significant improvements over previous models are seen, particularly in upper-atmosphere temperatures and winds, cloud heights, precipitation, and sea level pressure. Data–model comparisons continue, however, to highlight persistent problems in the marine stratocumulus regions.</jats:p>","abstract \n a full description of the modele version of the goddard institute for space studies (giss) atmospheric general circulation model (gcm) and results are presented for present-day climate simulations (ca. 1979). this version is a complete rewrite of previous models incorporating numerous improvements in basic physics, the stratospheric circulation, and forcing fields. notable changes include the following: the model top is now above the stratopause, the number of vertical layers has increased, a new cloud microphysical scheme is used, vegetation biophysics now incorporates a sensitivity to humidity, atmospheric turbulence is calculated over the whole column, and new land snow and lake schemes are introduced. the performance of the model using three configurations with different horizontal and vertical resolutions is compared to quality-controlled in situ data, remotely sensed and reanalysis products. overall, significant improvements over previous models are seen, particularly in upper-atmosphere temperatures and winds, cloud heights, precipitation, and sea level pressure. data–model comparisons continue, however, to highlight persistent problems in the marine stratocumulus regions."
